Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_612,Bridge,Houston,2021-08-21,2024-02-21,8232652,8865620.39,632968.39,499,914.57,415.57,0.4428,2.5924,455.10,17.37,62.25,Stormy,285,20182.85,509.20,9978,89.91,7,9.50,83.44,1,32.16,High
PJT_613,Dam,Seattle,2021-08-22,2023-07-24,28131086,24671911.90,-3459174.10,682,701.82,19.82,0.2114,4.9117,266.19,36.40,66.18,Stormy,75,43149.84,181.86,6251,94.71,9,6.18,76.60,1,59.17,High
PJT_614,Dam,Los Angeles,2021-08-23,2023-01-04,14290341,14868005.88,577664.88,508,499.80,-8.20,1.2900,2.0212,219.68,16.98,54.39,Sunny,193,26784.70,449.93,9152,99.54,4,7.94,84.95,0,13.75,High
PJT_615,Tunnel,Los Angeles,2021-08-24,2024-08-25,39337610,47315732.47,7978122.47,781,1097.36,316.36,1.3178,3.6963,290.43,-7.40,41.21,Cloudy,140,48388.42,147.19,8107,84.31,8,8.64,75.44,1,14.02,High
PJT_616,Dam,Houston,2021-08-25,2024-07-31,15869119,20837214.52,4968095.52,648,1071.48,423.48,0.2386,1.0180,143.03,25.22,21.09,Rainy,102,45514.43,204.70,5758,40.28,3,6.94,95.76,0,25.94,High
PJT_617,Road,Seattle,2021-08-26,2024-04-18,27974994,24592590.94,-3382403.06,560,966.32,406.32,0.3692,1.2309,350.84,38.51,49.60,Stormy,231,43868.45,663.57,4356,96.42,4,4.68,50.51,0,43.94,High
PJT_618,Dam,New York,2021-08-27,2023-07-05,43046192,55966077.82,12919885.82,439,677.07,238.07,0.1794,3.8356,108.00,27.92,24.94,Snowy,79,12151.57,812.07,2089,51.00,5,2.51,87.00,0,74.35,High
PJT_619,Road,Los Angeles,2021-08-28,2023-11-06,39259322,40043506.28,784184.28,729,800.81,71.81,1.5459,1.9745,448.52,1.12,26.06,Rainy,101,10720.18,996.00,8683,68.73,1,3.06,91.65,1,78.63,Medium
PJT_620,Tunnel,Seattle,2021-08-29,2024-01-18,30400967,40431009.56,10030042.56,626,872.12,246.12,0.9398,3.8456,348.29,17.70,88.22,Cloudy,235,19306.46,611.92,3502,60.48,4,9.30,67.51,1,67.97,High
PJT_621,Road,New York,2021-08-30,2023-09-26,34929879,31135519.50,-3794359.50,336,757.82,421.82,0.4495,0.9717,346.11,14.14,80.99,Snowy,265,16059.93,575.70,3639,48.60,5,1.51,84.24,0,58.08,High
PJT_622,Bridge,Seattle,2021-08-31,2023-05-18,10629214,15263421.07,4634207.07,509,625.30,116.30,1.4002,0.0295,51.54,-6.79,47.13,Stormy,80,43565.14,785.96,1576,73.82,1,1.18,91.20,0,61.43,Medium
PJT_623,Road,Los Angeles,2021-09-01,2024-10-03,31176923,44946420.00,13769497.00,882,1128.51,246.51,0.5516,2.4528,162.52,43.91,64.57,Rainy,285,45435.95,508.80,6900,53.43,4,6.73,58.72,0,99.92,High
PJT_624,Dam,Los Angeles,2021-09-02,2022-08-17,21123107,19931540.98,-1191566.02,201,349.82,148.82,0.9739,3.5534,293.67,2.48,48.16,Sunny,103,47384.65,479.03,7844,67.63,7,5.00,69.42,0,39.34,High
PJT_625,Road,Seattle,2021-09-03,2023-09-24,15559892,20432992.03,4873100.03,722,751.13,29.13,1.1799,4.7400,378.19,33.13,45.44,Rainy,190,43809.74,812.87,7140,78.64,3,4.54,73.51,1,50.71,Medium
PJT_626,Bridge,New York,2021-09-04,2022-05-19,23661532,28597339.35,4935807.35,232,257.69,25.69,0.3978,1.9215,282.88,-0.08,51.01,Cloudy,148,30532.68,255.11,3553,78.47,9,8.04,59.89,0,52.17,High
PJT_627,Dam,New York,2021-09-05,2023-09-21,42092428,50295496.00,8203068.00,503,746.49,243.49,1.2934,0.1765,93.68,-6.41,21.50,Snowy,134,43367.04,381.96,6844,52.18,2,9.62,65.38,1,66.09,High
PJT_628,Building,Chicago,2021-09-06,2023-11-23,48218012,46476941.42,-1741070.58,637,808.80,171.80,0.6762,4.0117,121.92,38.43,31.43,Snowy,186,45960.42,468.71,8693,81.99,4,7.21,95.18,0,69.75,High
PJT_629,Dam,New York,2021-09-07,2023-04-29,10099877,14363546.85,4263669.85,279,599.51,320.51,0.9983,2.3844,395.21,22.24,89.14,Sunny,288,24842.14,614.72,8329,93.64,7,9.52,78.34,1,98.90,High
PJT_630,Building,Houston,2021-09-08,2022-08-26,21139674,27276363.94,6136689.94,361,352.52,-8.48,1.8419,0.5549,470.76,42.82,33.80,Sunny,124,37013.37,953.89,2361,61.28,7,1.14,94.55,0,25.22,High
PJT_631,Building,Seattle,2021-09-09,2023-10-22,35925573,51653139.21,15727566.21,705,773.53,68.53,0.1445,1.5928,125.10,25.72,69.04,Sunny,164,49826.93,403.77,5470,85.00,7,6.93,66.65,1,88.48,High
PJT_632,Bridge,Houston,2021-09-10,2023-08-08,26546406,26009307.38,-537098.62,767,697.18,-69.82,0.9932,1.9420,362.88,4.87,46.26,Sunny,255,28066.29,994.29,7955,64.43,5,2.19,67.31,0,27.36,Low
PJT_633,Building,Los Angeles,2021-09-11,2023-07-12,46084266,41711650.12,-4372615.88,265,669.08,404.08,1.3658,1.5931,278.96,-3.76,76.75,Snowy,112,8348.66,436.05,3523,74.31,3,8.01,93.18,1,11.21,High
PJT_634,Building,Chicago,2021-09-12,2022-05-24,43018629,63567286.69,20548657.69,252,254.81,2.81,1.9413,3.1550,198.91,26.57,62.88,Snowy,230,11242.17,926.20,2329,51.13,1,1.03,89.58,0,14.50,High
PJT_635,Tunnel,New York,2021-09-13,2023-10-12,13927756,16148239.63,2220483.63,508,759.49,251.49,0.4749,4.9396,322.46,0.23,40.16,Stormy,271,43740.45,498.26,9316,40.38,2,9.77,63.16,1,61.79,High
PJT_636,Dam,Houston,2021-09-14,2025-01-18,13629788,13242446.26,-387341.74,899,1222.68,323.68,0.7107,4.9599,123.09,24.94,61.46,Stormy,155,27799.45,356.86,7988,55.06,5,7.62,76.53,1,97.13,High
PJT_637,Building,Los Angeles,2021-09-15,2022-07-11,5213294,6105027.84,891733.84,345,299.27,-45.73,1.8151,0.3020,390.04,13.66,67.18,Rainy,53,48972.54,707.05,6216,75.29,5,7.28,80.28,0,61.23,High
PJT_638,Building,New York,2021-09-16,2024-01-23,33242373,36260388.38,3018015.38,546,859.36,313.36,0.6705,2.4454,295.66,30.97,35.97,Cloudy,60,36088.91,468.76,8563,59.46,6,5.17,94.95,0,22.79,High
PJT_639,Road,New York,2021-09-17,2023-04-27,22254954,24434766.17,2179812.17,205,587.88,382.88,1.7535,0.7469,214.57,13.89,77.22,Cloudy,88,31682.17,265.52,2553,40.98,7,2.35,66.87,1,45.30,High
PJT_640,Building,Chicago,2021-09-18,2023-02-04,33650795,41876269.13,8225474.13,464,504.70,40.70,1.0484,2.1755,433.22,16.80,66.61,Sunny,296,9770.52,957.66,8810,76.47,2,3.12,97.17,0,47.47,High
PJT_641,Tunnel,Los Angeles,2021-09-19,2023-12-28,43309389,45557048.86,2247659.86,826,830.06,4.06,1.2751,3.0581,319.60,19.13,43.88,Sunny,256,35983.15,215.32,8758,43.79,7,4.33,62.31,0,71.95,High
PJT_642,Building,New York,2021-09-20,2023-08-02,39736564,54279419.62,14542855.62,467,681.15,214.15,1.4268,4.5093,484.46,32.99,60.06,Cloudy,231,31677.57,313.32,5081,69.32,7,9.02,65.67,1,44.57,High
PJT_643,Dam,Chicago,2021-09-21,2023-01-06,33946457,39063818.20,5117361.20,509,472.09,-36.91,1.8108,4.7357,377.52,-6.32,47.27,Cloudy,252,39647.56,740.72,6960,90.87,0,5.26,61.17,1,42.06,High
PJT_644,Bridge,New York,2021-09-22,2023-10-14,19304450,28412945.04,9108495.04,755,752.44,-2.56,1.0209,1.5708,447.45,1.00,76.75,Cloudy,295,46566.91,644.57,5843,84.01,3,5.71,75.21,0,43.84,High
PJT_645,Tunnel,Los Angeles,2021-09-23,2023-01-11,20871161,18083491.89,-2787669.11,447,475.25,28.25,1.3381,3.8119,85.42,15.57,83.69,Cloudy,164,33165.04,599.74,8276,85.51,1,9.43,72.80,1,64.59,High
PJT_646,Building,Seattle,2021-09-24,2023-11-01,2137912,1989422.71,-148489.29,780,768.12,-11.88,1.7487,2.7629,215.97,7.34,70.44,Stormy,56,33300.07,681.70,7480,50.68,9,8.52,51.73,1,60.91,High
PJT_647,Bridge,Houston,2021-09-25,2023-07-09,49135190,64557825.98,15422635.98,703,652.61,-50.39,1.0437,4.6347,112.96,-4.38,31.44,Cloudy,73,38959.68,975.09,6540,44.87,5,7.76,74.62,1,57.22,High
PJT_648,Road,Seattle,2021-09-26,2024-09-27,14908618,17018542.20,2109924.20,741,1097.11,356.11,0.3190,4.5571,167.34,3.16,65.13,Stormy,56,7361.74,858.60,4694,68.72,0,2.97,61.63,1,88.34,High
PJT_649,Bridge,Los Angeles,2021-09-27,2023-06-24,43569205,56015661.26,12446456.26,510,635.39,125.39,0.1366,3.8277,271.50,26.83,68.80,Stormy,67,6805.85,630.70,4421,53.77,7,1.06,85.09,0,43.13,High
PJT_650,Dam,New York,2021-09-28,2022-10-30,1493246,2157561.92,664315.92,397,397.70,0.70,1.5141,1.4071,300.32,18.10,31.19,Cloudy,243,32342.83,401.04,6358,93.88,6,2.07,64.27,1,64.30,High
PJT_651,Bridge,New York,2021-09-29,2022-11-09,3795761,4182335.88,386574.88,389,406.96,17.96,0.3028,4.6654,142.51,31.79,71.50,Sunny,263,36038.74,292.91,5970,61.66,0,6.83,61.49,1,85.92,Medium
PJT_652,Dam,Chicago,2021-09-29,2022-07-14,15523938,21566346.39,6042408.39,204,288.25,84.25,1.7347,1.0318,476.06,11.37,42.92,Rainy,204,38923.64,928.74,8867,73.65,4,8.16,83.35,0,16.99,High
PJT_653,Tunnel,Houston,2021-09-30,2023-01-02,1752418,2568013.71,815595.71,211,459.22,248.22,1.8673,1.5172,221.64,21.25,31.16,Snowy,144,14688.89,271.71,7933,84.51,5,1.68,70.87,1,79.34,High
PJT_654,Tunnel,Los Angeles,2021-10-01,2022-10-20,14734900,13677100.15,-1057799.85,325,384.24,59.24,1.3097,4.7621,406.74,38.42,85.24,Cloudy,53,10066.40,752.33,8458,92.19,9,7.25,63.66,1,60.69,High
PJT_655,Tunnel,Seattle,2021-10-02,2022-09-21,46501102,50933878.36,4432776.36,400,354.53,-45.47,0.1706,2.1624,259.57,-0.37,20.93,Snowy,218,7835.46,792.58,5601,82.59,7,2.82,63.36,0,96.69,High
PJT_656,Dam,Seattle,2021-10-03,2024-08-11,1130767,1693091.04,562324.04,886,1043.43,157.43,0.1838,2.8161,435.65,20.74,69.21,Cloudy,233,43180.55,142.57,6964,45.30,5,5.11,73.62,1,69.27,High
PJT_657,Building,Chicago,2021-10-04,2023-10-04,43903648,47214511.44,3310863.44,733,730.22,-2.78,0.4305,2.0089,260.37,9.11,40.47,Rainy,222,29402.09,424.30,8073,45.19,4,8.96,66.64,1,51.99,High
PJT_658,Bridge,Seattle,2021-10-05,2022-08-26,42947255,40554355.08,-2392899.92,223,325.03,102.03,0.7491,3.1635,385.16,36.81,60.16,Cloudy,261,36194.67,173.57,7864,92.84,8,5.90,75.98,0,32.92,High
PJT_659,Bridge,Seattle,2021-10-06,2023-08-31,23474740,27417721.53,3942981.53,412,694.53,282.53,0.7184,4.1823,217.99,41.53,56.62,Rainy,106,30965.87,774.84,2743,53.55,7,2.40,84.70,0,74.46,High
PJT_660,Bridge,Houston,2021-10-07,2023-08-21,5845707,7609411.20,1763704.20,687,683.51,-3.49,0.6825,3.7790,186.29,1.51,64.68,Cloudy,56,5729.90,366.21,4392,51.14,1,1.60,72.63,1,95.04,Medium
PJT_661,Road,Houston,2021-10-08,2024-11-11,24029721,26481611.69,2451890.69,894,1130.71,236.71,0.4961,2.1426,315.36,16.31,63.04,Snowy,223,27110.01,128.37,6236,61.09,4,7.31,93.06,0,58.51,High
PJT_662,Tunnel,New York,2021-10-09,2024-10-29,24558896,36026169.06,11467273.06,885,1116.18,231.18,1.4012,4.9732,220.99,42.95,73.13,Snowy,171,16347.04,182.84,5020,83.46,1,5.09,87.45,1,98.56,High
PJT_663,Tunnel,Los Angeles,2021-10-10,2023-09-19,48247330,67812463.06,19565133.06,497,709.89,212.89,0.5115,2.0530,54.63,-2.94,80.39,Snowy,289,27783.25,162.19,3969,67.79,9,4.49,96.25,0,14.38,High
PJT_664,Bridge,Houston,2021-10-11,2024-10-02,12671484,18202208.32,5530724.32,894,1087.87,193.87,0.6574,0.8137,180.63,8.23,27.68,Cloudy,297,42681.85,279.21,8966,54.94,6,7.98,90.34,0,79.52,High
PJT_665,Tunnel,Los Angeles,2021-10-12,2022-11-21,46837577,57578387.98,10740810.98,367,405.41,38.41,1.0374,3.5691,413.79,42.14,28.13,Cloudy,85,10939.96,980.92,1387,66.29,5,8.15,71.50,0,90.79,High
PJT_666,Building,Chicago,2021-10-13,2022-12-16,3250620,3352320.31,101700.31,288,429.87,141.87,1.1588,2.1113,79.33,4.45,86.41,Sunny,171,23059.71,927.35,3253,47.26,2,1.78,59.34,1,69.39,Medium
PJT_667,Bridge,Los Angeles,2021-10-14,2024-01-01,5484139,8122352.58,2638213.58,750,809.39,59.39,1.3469,2.9106,102.13,-7.81,34.17,Sunny,84,38598.90,451.64,7092,43.60,0,2.01,83.30,0,10.80,Medium
PJT_668,Dam,Los Angeles,2021-10-15,2023-12-29,15331839,14912261.11,-419577.89,429,805.11,376.11,1.0020,2.3937,94.57,11.33,64.34,Stormy,269,41174.15,231.50,3080,91.47,2,8.75,53.40,1,98.86,High
PJT_669,Bridge,Seattle,2021-10-16,2023-08-31,28750093,40130849.40,11380756.40,432,684.28,252.28,0.7873,1.1267,168.11,-6.72,50.23,Sunny,249,22758.30,273.35,7122,63.45,9,8.53,61.24,1,53.14,High
PJT_670,Bridge,New York,2021-10-17,2025-02-21,43637244,41552925.52,-2084318.48,841,1223.09,382.09,1.2381,1.4381,397.89,13.80,22.16,Snowy,193,8817.92,902.49,3384,86.38,0,4.33,69.66,0,82.61,High
PJT_671,Building,Los Angeles,2021-10-18,2024-06-12,21679050,30480663.81,8801613.81,728,968.81,240.81,0.9928,2.4389,390.84,36.17,61.27,Stormy,286,35698.27,639.41,3248,68.16,1,7.22,98.76,0,65.47,High
PJT_672,Tunnel,Los Angeles,2021-10-19,2024-03-23,19203359,27241663.98,8038304.98,824,886.15,62.15,1.2294,1.1392,467.07,7.83,36.76,Cloudy,139,48755.33,272.66,6488,71.06,6,3.51,79.89,0,26.95,High
PJT_673,Bridge,Seattle,2021-10-20,2024-06-06,47110727,61050168.26,13939441.26,884,960.36,76.36,1.4540,2.7645,142.01,15.45,56.41,Snowy,235,37523.41,362.32,5047,52.34,5,2.65,82.37,0,32.11,High
PJT_674,Road,Los Angeles,2021-10-21,2024-05-02,23910928,22598718.90,-1312209.10,761,924.31,163.31,1.2514,1.2627,484.93,34.72,88.87,Snowy,67,13501.76,940.71,9110,67.29,8,6.25,63.85,0,27.93,High
PJT_675,Tunnel,New York,2021-10-22,2025-04-07,40948012,37682468.01,-3265543.99,823,1263.30,440.30,0.9306,1.5657,112.88,-3.24,73.21,Snowy,60,43122.86,349.62,9986,72.11,2,8.05,96.29,0,28.44,High
PJT_676,Bridge,Houston,2021-10-23,2022-04-10,42900091,56530383.95,13630292.95,190,169.06,-20.94,0.6400,1.2034,149.20,23.20,72.62,Stormy,140,42834.56,236.53,6189,85.74,2,8.25,91.26,1,65.47,High
PJT_677,Dam,Houston,2021-10-24,2024-10-04,19101217,26287242.24,7186025.24,764,1076.44,312.44,0.3367,1.2310,232.88,3.31,62.67,Cloudy,284,14915.37,196.65,4912,80.27,6,6.22,79.99,0,29.20,High
PJT_678,Tunnel,Houston,2021-10-25,2024-04-07,30697521,29093593.86,-1603927.14,598,895.59,297.59,1.7874,4.2529,387.81,-8.73,73.55,Cloudy,275,35299.00,492.99,9584,60.54,0,5.49,80.78,1,64.59,High
PJT_679,Building,Seattle,2021-10-26,2024-03-04,47904320,61994465.01,14090145.01,900,861.00,-39.00,0.4199,2.0200,148.07,9.43,39.19,Sunny,280,15390.30,640.39,8695,97.64,9,3.20,84.88,0,82.01,High
PJT_680,Road,Chicago,2021-10-27,2023-08-01,2375337,2777059.59,401722.59,533,643.55,110.55,1.4759,4.5459,90.26,4.02,36.00,Sunny,283,49869.46,530.68,3761,53.15,9,6.81,79.96,1,86.13,High
PJT_681,Road,Los Angeles,2021-10-28,2023-05-03,7037952,9217028.31,2179076.31,229,552.18,323.18,0.4016,3.0772,298.77,3.77,56.77,Sunny,165,11706.32,227.47,8141,56.71,2,3.06,65.58,0,30.86,High
PJT_682,Tunnel,Chicago,2021-10-29,2023-01-28,12807397,13285855.03,478458.03,233,456.48,223.48,0.9935,2.1163,125.57,-9.06,87.29,Stormy,232,8467.14,795.55,5408,89.04,2,5.81,88.95,0,43.20,High
PJT_683,Dam,Seattle,2021-10-30,2024-12-13,17485060,23805741.91,6320681.91,726,1140.04,414.04,0.7184,0.8590,172.55,34.73,55.06,Snowy,150,11072.71,143.51,3554,90.79,3,8.76,91.71,1,35.13,High
PJT_684,Dam,New York,2021-10-31,2023-08-17,48877456,49431707.69,554251.69,359,655.41,296.41,1.3163,3.7726,80.18,10.76,20.04,Rainy,185,40947.71,709.77,7471,73.02,6,9.00,73.33,1,56.77,High
PJT_685,Bridge,Chicago,2021-11-01,2024-05-01,36129504,52711702.42,16582198.42,594,912.36,318.36,0.4171,4.2896,106.81,-8.00,25.14,Sunny,265,18429.90,643.96,7756,62.95,4,4.36,65.73,1,11.44,High
PJT_686,Road,Seattle,2021-11-02,2024-08-16,10384846,13208447.80,2823601.80,640,1018.55,378.55,0.6737,1.2225,57.37,2.49,50.73,Rainy,152,25985.71,518.68,4353,67.80,6,9.64,62.27,1,67.60,High
PJT_687,Tunnel,Los Angeles,2021-11-03,2023-03-29,32211622,46420323.75,14208701.75,563,511.15,-51.85,1.7854,4.3606,85.16,6.17,77.48,Stormy,172,6823.60,983.22,8855,44.07,5,2.74,96.10,1,99.29,High
PJT_688,Dam,Chicago,2021-11-04,2022-12-16,35192416,34916189.61,-276226.39,456,407.74,-48.26,1.0901,0.1207,231.54,33.92,52.22,Stormy,133,17821.72,145.82,9470,75.14,7,7.83,71.67,0,69.97,High
PJT_689,Bridge,Chicago,2021-11-05,2023-08-20,11289802,16442647.46,5152845.46,698,653.66,-44.34,0.8181,3.3031,247.94,29.74,38.70,Cloudy,245,46174.77,183.87,7289,56.55,3,1.38,65.15,0,27.50,High
PJT_690,Bridge,Seattle,2021-11-06,2024-06-13,11176821,12601781.52,1424960.52,607,950.72,343.72,1.1796,4.9521,144.78,44.51,31.44,Snowy,117,37725.71,808.31,4589,68.10,2,9.32,74.67,1,51.36,High
PJT_691,Building,Chicago,2021-11-07,2024-05-26,18319681,22443042.67,4123361.67,561,931.81,370.81,1.1411,4.5066,383.95,24.73,42.86,Cloudy,220,35688.08,744.91,9520,80.96,9,8.00,62.26,1,49.05,High
PJT_692,Building,Los Angeles,2021-11-08,2023-12-28,49605392,74127985.50,24522593.50,701,780.30,79.30,0.1974,2.9585,410.75,4.17,77.68,Stormy,107,43001.97,297.06,5075,67.86,2,9.33,84.87,1,47.14,High
PJT_693,Road,New York,2021-11-09,2024-03-13,6444488,6493602.88,49114.88,760,855.54,95.54,1.2838,4.7425,348.30,32.62,84.83,Snowy,161,23266.61,488.95,7786,68.39,0,4.00,68.52,1,53.79,Medium
PJT_694,Road,New York,2021-11-10,2024-02-03,29863900,41873444.59,12009544.59,782,815.44,33.44,0.6443,3.0529,124.20,-1.24,42.90,Rainy,268,8729.53,173.89,1139,49.00,6,5.43,54.62,0,82.73,High
PJT_695,Dam,Houston,2021-11-11,2022-10-28,3193428,2991488.85,-201939.15,182,351.74,169.74,1.9690,1.8338,358.55,35.47,45.01,Stormy,72,6819.34,903.59,6409,46.00,9,1.74,51.98,1,93.03,High
PJT_696,Dam,New York,2021-11-12,2023-09-01,40820397,42429883.36,1609486.36,682,659.00,-23.00,1.6900,0.3584,325.73,-2.38,52.36,Sunny,90,33955.88,729.95,2574,69.78,3,7.20,51.60,0,69.85,High
PJT_697,Road,New York,2021-11-13,2024-07-11,21562072,22443413.61,881341.61,547,971.40,424.40,1.4407,2.0055,413.13,2.93,88.92,Sunny,220,19697.43,316.61,3436,82.19,0,1.72,79.38,1,19.69,High
PJT_698,Road,Seattle,2021-11-14,2023-08-11,19956593,26956135.71,6999542.71,332,635.07,303.07,1.4067,2.8964,373.39,13.94,28.58,Stormy,236,31445.19,943.69,4436,93.74,0,4.28,69.54,0,14.40,High
PJT_699,Building,New York,2021-11-15,2023-11-06,32105223,41027718.51,8922495.51,371,721.63,350.63,0.8552,3.5457,195.61,-2.69,42.88,Rainy,218,19165.48,923.94,4014,40.45,2,9.59,70.79,1,98.95,High
PJT_700,Dam,Houston,2021-11-16,2022-11-21,41528508,48670683.41,7142175.41,323,370.21,47.21,0.6279,1.0113,131.23,-7.89,20.65,Sunny,232,20433.33,653.39,6524,40.16,7,7.94,98.46,1,23.30,High
PJT_701,Bridge,Los Angeles,2021-11-17,2024-03-16,36482815,54573190.76,18090375.76,723,850.07,127.07,1.2637,3.0611,245.72,42.24,76.02,Rainy,296,37359.82,592.41,9827,99.81,7,1.40,66.63,0,66.43,High
PJT_702,Tunnel,New York,2021-11-17,2024-09-01,41853222,51133482.25,9280260.25,607,1019.40,412.40,1.8539,4.1740,150.30,4.56,82.41,Snowy,259,15326.28,913.94,5163,63.69,0,5.78,52.03,0,50.43,High
PJT_703,Road,Houston,2021-11-18,2023-06-06,6107367,8376585.26,2269218.26,620,565.31,-54.69,0.6199,4.0721,295.95,12.92,55.12,Sunny,246,32011.02,146.08,4496,72.05,8,3.59,55.79,0,99.03,High
PJT_704,Bridge,Los Angeles,2021-11-19,2023-06-11,14439025,12406550.01,-2032474.99,361,569.88,208.88,0.9161,1.6439,160.52,16.39,26.96,Sunny,93,34585.57,704.63,7808,49.71,6,2.84,58.20,1,93.86,High
PJT_705,Building,Chicago,2021-11-20,2024-11-22,5602981,5040143.36,-562837.64,888,1098.80,210.80,0.3956,0.6072,471.70,42.45,24.62,Sunny,297,13053.67,788.41,6530,47.29,8,5.19,56.10,0,35.05,High
PJT_706,Tunnel,Los Angeles,2021-11-21,2022-12-07,27030231,37147409.51,10117178.51,274,381.22,107.22,1.1361,1.2514,58.20,40.26,76.31,Snowy,66,12303.15,407.89,9553,88.91,8,2.75,99.56,0,41.62,High
PJT_707,Building,New York,2021-11-22,2023-07-11,35387907,47926210.88,12538303.88,622,596.89,-25.11,0.8647,0.8376,329.48,16.59,61.04,Snowy,299,49686.00,304.08,9099,73.45,7,4.49,82.13,1,13.78,High
PJT_708,Road,Seattle,2021-11-23,2023-01-02,2148992,3206254.28,1057262.28,183,405.60,222.60,1.8744,3.2436,236.99,36.06,87.87,Rainy,71,11033.58,186.38,9528,73.68,1,6.34,73.67,0,59.64,High
PJT_709,Building,Houston,2021-11-24,2025-02-04,43820843,46278907.08,2458064.08,819,1168.74,349.74,0.6929,4.1108,182.05,37.23,23.84,Sunny,220,48383.51,223.23,5231,88.94,2,3.53,92.49,0,97.76,High
PJT_710,Building,Houston,2021-11-25,2024-01-07,21120588,23538178.74,2417590.74,690,773.44,83.44,0.1497,1.4258,133.15,-4.88,29.62,Stormy,204,31979.57,190.11,2857,45.71,4,7.91,65.92,1,61.88,High
PJT_711,Bridge,Houston,2021-11-26,2022-11-24,21903640,30598370.40,8694730.40,417,363.01,-53.99,1.1454,2.7065,436.66,34.64,58.43,Stormy,272,36071.70,367.49,5874,46.03,6,7.77,52.04,0,47.82,High
PJT_712,Building,Los Angeles,2021-11-27,2022-07-10,7329370,10751009.33,3421639.33,233,225.55,-7.45,1.2178,0.5341,264.64,15.81,45.28,Stormy,77,16892.70,631.77,5056,44.92,2,2.67,95.91,0,19.35,Medium
PJT_713,Tunnel,New York,2021-11-28,2023-11-07,9500104,9120957.03,-379146.97,403,709.24,306.24,1.9189,4.3191,279.36,44.43,20.37,Stormy,274,17299.15,815.19,4072,69.56,3,1.53,60.55,1,27.32,High
PJT_714,Bridge,Los Angeles,2021-11-29,2023-05-07,40645912,45421927.05,4776015.05,532,524.19,-7.81,1.1988,1.3468,327.37,38.93,69.48,Sunny,215,32236.52,101.31,2877,64.33,3,7.72,84.56,0,83.30,High
PJT_715,Bridge,Houston,2021-11-30,2024-06-05,48718978,42684354.39,-6034623.61,867,918.85,51.85,1.9965,3.7244,379.06,27.62,29.31,Cloudy,120,48172.99,617.12,4443,83.03,0,4.72,67.07,0,23.23,Medium
PJT_716,Tunnel,Los Angeles,2021-12-01,2024-07-07,26415780,33777544.80,7361764.80,512,949.94,437.94,1.3926,2.2171,140.70,24.93,34.47,Sunny,98,44147.80,872.30,4977,69.39,4,4.94,62.61,0,24.27,High
PJT_717,Tunnel,New York,2021-12-02,2024-01-30,28743096,26494544.18,-2248551.82,716,789.21,73.21,0.6457,1.4172,129.68,32.30,53.13,Stormy,66,31391.80,413.06,4675,66.96,4,8.56,98.18,1,53.23,High
PJT_718,Road,Seattle,2021-12-03,2023-05-17,44300005,51646570.21,7346565.21,197,530.93,333.93,0.5159,4.7426,279.36,41.37,27.69,Sunny,183,16466.50,188.95,9462,87.97,6,1.18,78.36,1,31.71,High
PJT_719,Building,Los Angeles,2021-12-04,2023-12-25,45858713,66742383.71,20883670.71,430,751.60,321.60,1.7261,2.8721,465.99,40.70,63.93,Stormy,50,11709.33,117.61,7876,74.08,0,5.33,59.37,0,74.88,High
PJT_720,Road,Los Angeles,2021-12-05,2025-04-26,40338703,39517945.99,-820757.01,892,1238.43,346.43,0.8637,4.2096,320.71,21.02,26.73,Rainy,209,13832.09,320.40,1750,91.47,5,5.24,62.06,1,30.48,High
PJT_721,Bridge,Houston,2021-12-06,2024-03-31,38927175,55757395.53,16830220.53,886,846.42,-39.58,0.5395,4.3328,142.23,12.68,89.72,Snowy,76,35643.23,978.33,8229,83.11,3,7.64,60.92,1,33.08,High
PJT_722,Bridge,New York,2021-12-07,2023-12-25,44152289,54422422.81,10270133.81,303,748.40,445.40,0.9547,1.0454,203.37,3.02,28.31,Sunny,252,31924.56,771.78,4951,42.65,4,5.87,82.86,0,10.57,High
PJT_723,Road,Seattle,2021-12-08,2024-08-25,7717164,7004573.58,-712590.42,601,991.36,390.36,1.2075,4.6241,174.95,13.49,44.43,Sunny,242,25356.01,726.35,1440,84.33,9,1.19,63.76,1,24.13,High
PJT_724,Tunnel,Seattle,2021-12-09,2023-12-17,14263709,13353802.88,-909906.12,380,738.46,358.46,0.9756,3.3083,151.53,-2.60,28.25,Cloudy,143,33220.88,892.15,5908,90.08,6,2.39,53.16,0,52.64,High
PJT_725,Tunnel,Seattle,2021-12-10,2023-04-25,12750476,16510409.91,3759933.91,563,501.62,-61.38,1.7965,0.5426,393.99,1.65,30.76,Snowy,161,15316.57,831.34,5360,82.82,8,8.95,76.54,1,63.25,High
PJT_726,Bridge,Los Angeles,2021-12-11,2023-09-18,40880757,48907736.90,8026979.90,643,646.42,3.42,1.1779,4.7681,241.20,23.60,75.63,Sunny,130,16710.29,292.73,1328,51.78,4,4.38,76.77,1,88.73,High
